1W; 1L; 1GDpS; 2W; 2L; 2GDpS; 1FW; 1FL; 1FGDpS; 2FW; 2FL; 2FGDpS; 1SW; 1SL; 1SGDpS; 2SW; 2SL; 2SGDpS; 1SFW; 1SFL; 1SFGDpS; 2SFW; 2SFL; 2SFGDpS; 1MW; 1ML; 1MGDpS; 1MSW; 1MSL; 1MSGDpS; 1R; 2R; H; C; G; dSc; dSSc; 1; 2
15; 10; 0.28; 22; 9; 0.5806; 6; 4; -0.1; 6; 4; 0.1; 8; 5; 0; 12; 4; 0; 7; 3; 0.25; 6; 4; 0.25; 0; 7; -1.4286; 0; 2; -0.5; 55; 10; 0; 1; 0; -108; 116; 0; 1
24; 6; 1.5; 4; 7; -0.2727; 8; 2; 0.25; 3; 7; -0.2; 4; 0; 3; 1; 4; 0; 4; 0; 1.375; 1; 4; 0.6; 3; 2; -0.4; 1; 1; -1; 11; 23; 0; 1; 0; 603; 423; 1; 0
6; 7; -0.5385; 20; 9; 0.8966; 5; 5; -0.225; 8; 2; -0.25; 5; 4; 0; 9; 4; 0; 5; 4; -0.037; 8; 2; -0.2; 0; 6; -2.3333; 0; 6; -2.3333; 48; 12; 0; 1; 0; -282; -282; 0; 1
8; 7; 0.6; 16; 7; 0.7826; 5; 5; 0.4; 7; 3; 0.0667; 2; 1; 0; 12; 4; 1; 2; 1; 1; 7; 3; 0.35; 2; 2; -0.75; 0; 2; -3.5; 33; 17; 0; 1; 0; -75; -379; 0; 1
13; 9; 0.1364; 14; 9; 0.5217; 6; 4; 0.1333; 8; 2; 0.4; 3; 2; 0; 8; 2; 1; 3; 2; -0.7; 8; 2; 0.4; 3; 0; 1.3333; 3; 0; 1.3333; 15; 38; 0; 1; 0; -82; -270; 1; 0
15; 9; 0.7083; 7; 8; -0.0667; 6; 4; -0.25; 4; 6; 0.1667; 11; 5; 0; 3; 2; 0; 7; 3; 0.15; 3; 2; -0.3; 1; 0; 1; 1; 0; 1; 24; 74; 0; 1; 0; 171; 566; 1; 0
9; 9; 0; 14; 8; 0.8636; 4; 6; 0.2; 6; 4; -0.15; 2; 2; 0; 4; 1; 0; 2; 2; 1; 4; 1; 1; 2; 1; 1; 0; 1; -2; 22; 19; 0; 1; 0; -154; -106; 0; 1
4; 8; -0.75; 23; 9; 0.5938; 3; 7; -0.15; 6; 4; 0.4; 2; 3; 0; 13; 4; 0; 2; 3; 0.6; 6; 4; 0.0333; 0; 6; -1.8333; 0; 5; -2; 27; 10; 0; 1; 0; -273; -253; 0; 1
12; 5; 0.8824; 25; 6; 1.5484; 7; 3; 0.25; 8; 2; 0.1333; 3; 2; 0; 5; 0; 3; 3; 2; -0.8; 5; 0; 1.1; 0; 4; -1.5; 0; 3; -1.6667; 35; 11; 0; 1; 0; -377; -368; 0; 1
14; 10; -0.0833; 21; 9; 0.9; 6; 4; 0.15; 9; 1; 0.35; 5; 3; 0; 10; 4; 0; 5; 3; 0.0417; 9; 1; 0.35; 0; 4; -1; 0; 3; -1; 65; 12; 0; 1; 0; -335; -355; 0; 1
14; 6; 0.4; 6; 5; 0.3636; 7; 3; 0.2; 6; 4; -0.1; 3; 1; 0; 5; 2; 0; 3; 1; 0.4167; 5; 2; 0.3571; 0; 2; -0.5; 0; 1; -1; 18; 21; 0; 1; 0; 301; -80; 0; 1
18; 6; 1.1667; 15; 8; 0.3478; 6; 4; -0.25; 6; 4; 0.1667; 3; 1; 1; 5; 3; 0; 3; 1; 0.75; 5; 3; 0.3125; 5; 0; 1.2; 2; 0; 1; 7; 32; 0; 1; 0; 404; 167; 1; 0
26; 5; 1.9032; 6; 7; 0; 7; 3; 0.2; 4; 6; 0.1; 14; 2; 2; 1; 1; 0; 8; 2; 0.3; 1; 1; -1; 5; 3; 0.375; 2; 1; 0; 5; 28; 0; 1; 0; 381; 676; 1; 0
11; 8; 0.3684; 17; 7; 1.125; 6; 4; 0.2; 6; 4; 0.2; 3; 2; 0; 2; 2; 0; 3; 2; 0.2; 2; 2; 0.75; 0; 1; -2; 0; 1; -2; 79; 6; 0; 1; 0; -102; 50; 0; 1
17; 4; 1.4286; 23; 2; 1.92; 7; 3; 0.3; 9; 1; 0.1; 5; 2; 1; 0; 0; 0; 5; 2; -0.1905; 0; 0; 0; 0; 4; -0.5; 0; 1; 0; 31; 3; 0; 1; 0; -449; 468; 0; 1
27; 3; 2.2667; 9; 7; 0.625; 10; 0; 0.25; 6; 4; 0.25; 10; 0; 3; 1; 1; 0; 10; 0; 0.25; 1; 1; -1.75; 5; 5; 0; 4; 0; 2.5; 2; 41; 0; 1; 0; 661; 975; 1; 0
7; 5; 0.4167; 26; 6; 1.5313; 7; 3; 0.2; 8; 2; -0.35; 6; 2; 0; 6; 0; 2; 6; 2; 0.3125; 6; 0; 0.9167; 2; 7; -1.6667; 0; 3; -3.3333; 21; 11; 0; 1; 0; -389; -245; 0; 1
22; 9; 0.9355; 17; 8; 0.96; 9; 1; 0.45; 7; 3; 0.25; 11; 4; 1; 4; 2; 0; 9; 1; 0.45; 4; 2; 0.5833; 6; 2; 1.125; 2; 1; 1.6667; 12; 9; 0; 1; 0; 318; 613; 0; 1
19; 6; 1.2; 11; 4; 1.0667; 7; 3; 0.1333; 7; 3; 0.2333; 4; 1; 1; 1; 0; 1; 4; 1; 0.6; 1; 0; 1.3333; 4; 0; 2.5; 1; 0; 5; 7; 16; 0; 1; 0; 290; 411; 1; 0
27; 5; 1.9063; 24; 9; 0.6364; 7; 3; 0.15; 6; 4; -0.25; 15; 2; 2; 14; 4; 0; 8; 2; 0.3; 6; 4; -0.1667; 13; 0; 1.8462; 9; 0; 2; 5; 10; 0; 1; 0; 249; 367; 1; 0
14; 9; 0.1739; 18; 7; 1.16; 6; 4; 0.0667; 6; 4; -0.0667; 4; 2; 0; 3; 2; 0; 4; 2; -0.5833; 3; 2; 0.6; 3; 2; 0; 1; 0; 0; 15; 6; 0; 1; 0; -68; 141; 1; 0
24; 2; 1.8462; 15; 8; 0.913; 9; 1; 0.2; 7; 3; -0.1333; 1; 0; 0; 5; 1; 1; 1; 0; 0.3333; 5; 1; 0.8333; 10; 2; 1.6667; 2; 2; 1; 3; 19; 0; 1; 0; 489; -246; 1; 0
28; 3; 2.3226; 16; 9; 0.72; 10; 0; 0.5; 7; 3; 0.45; 11; 0; 3; 12; 5; 0; 10; 0; 0.5; 7; 3; 0.3; 14; 1; 2.4667; 7; 1; 3.25; 2; 24; 0; 1; 0; 555; 442; 0; 1
25; 3; 1.9643; 17; 7; 0.875; 9; 1; 0.25; 7; 3; -0.2; 5; 1; 0; 13; 4; 1; 5; 1; 0.5833; 7; 3; -0.3; 9; 1; 1.3; 5; 0; 1.8; 1; 17; 0; 1; 0; 362; -184; 1; 0
27; 6; 1.5758; 15; 9; 0.1667; 9; 1; 0.2; 6; 4; -0.35; 7; 0; 2; 5; 2; 0; 7; 0; 0.7857; 5; 2; -0.5; 4; 0; 2; 1; 0; 2; 11; 15; 0; 1; 0; 428; 225; 1; 0
20; 6; 1.3462; 17; 9; 0.6923; 7; 3; 0.1667; 7; 3; -0.25; 5; 1; 1; 13; 5; 0; 5; 1; 0.5; 7; 3; -0.45; 10; 4; 1.2857; 3; 2; 1; 7; 24; 0; 1; 0; 180; -26; 1; 0
28; 5; 1.8485; 25; 2; 1.8889; 7; 3; 0.3; 9; 1; 0.35; 16; 2; 2; 2; 0; 1; 8; 2; 0.2; 2; 0; 0.1667; 0; 14; -2.4286; 0; 5; -2.2; 5; 3; 0; 1; 0; -225; 599; 0; 1
26; 3; 1.931; 18; 8; 0.9615; 9; 1; 0.25; 7; 3; 0.1333; 6; 1; 0; 5; 2; 0; 6; 1; 0.5; 5; 2; 0.5; 5; 2; 1.2857; 1; 1; 0; 1; 9; 0; 1; 0; 519; 313; 0; 1
28; 6; 1.5882; 21; 6; 1.4444; 9; 1; 0.2; 7; 3; -0.4; 8; 0; 2; 6; 1; 2; 8; 0; 0.6875; 6; 1; 0.4286; 3; 2; 0.8; 1; 1; -0.5; 11; 7; 0; 1; 0; 230; 171; 0; 1
26; 2; 1.8929; 19; 8; 1; 9; 1; 0.1667; 7; 3; 0.25; 3; 0; 1; 6; 2; 0; 3; 0; 0.1111; 6; 2; 0.4375; 5; 0; 2.6; 2; 0; 3; 3; 9; 0; 1; 0; 559; -89; 1; 0
27; 2; 1.931; 22; 6; 1.4286; 9; 1; 0.0667; 8; 2; 0.35; 4; 0; 2; 7; 1; 2; 4; 0; 0.0833; 7; 1; 0.375; 10; 5; 1.0667; 3; 0; 2.3333; 3; 7; 0; 1; 0; 152; -381; 1; 0
10; 10; -0.15; 11; 9; 0.25; 6; 4; 0.25; 5; 5; 0.2; 8; 7; 0; 3; 3; 0; 6; 4; 0.25; 3; 3; 0.1667; 1; 1; 1.5; 1; 0; 3; 90; 79; 0; 1; 0; -193; -16; 1; 0
2; 7; -0.7778; 6; 8; -0.2857; 2; 7; 0.3889; 3; 7; -0.2; 0; 2; -2; 0; 2; -1; 0; 2; -1; 0; 2; 0; 0; 4; -1.75; 0; 1; -3; 63; 56; 0; 1; 0; -21; 0; 0; 1
7; 9; -0.125; 14; 11; -0.16; 3; 7; -0.2667; 5; 5; -0.1667; 3; 3; 0; 5; 4; 0; 3; 3; -0.25; 5; 4; 0.037; 0; 2; -2.5; 0; 1; -5; 74; 65; 0; 1; 0; -229; -229; 0; 1
3; 7; -0.3; 15; 11; 0.2308; 3; 7; -0.1667; 6; 4; 0.35; 1; 2; 0; 8; 6; 0; 1; 2; -0.8333; 6; 4; 0.0333; 0; 1; 0; 0; 1; 0; 61; 55; 0; 1; 0; -149; -273; 0; 1
10; 7; -0.1176; 12; 13; -0.08; 6; 4; 0.45; 6; 4; 0.2; 6; 4; 0; 6; 4; 1; 6; 4; 0.45; 6; 4; 0.2; 1; 0; 4; 1; 0; 4; 91; 75; 0; 1; 0; 39; 39; 1; 0
7; 10; -0.2941; 7; 11; -0.3333; 5; 5; 0.25; 4; 6; -0.1333; 4; 4; 0; 4; 4; 0; 4; 4; -0.4375; 4; 4; -0.375; 2; 0; 2; 2; 0; 2; 45; 62; 0; 1; 0; 146; 126; 1; 0
15; 11; 0.0385; 7; 8; -0.0667; 6; 4; 0.0333; 4; 6; 0.2; 6; 4; 0; 1; 2; 0; 6; 4; 0.0333; 1; 2; 0; 3; 1; 0.75; 2; 0; 2.5; 65; 56; 0; 1; 0; 161; 379; 1; 0
16; 11; 0.2222; 11; 10; 0; 6; 4; -0.5; 6; 4; 0.35; 9; 6; 0; 9; 7; 0; 6; 4; -0.2; 6; 4; 0.35; 1; 0; 3; 1; 0; 3; 55; 90; 0; 1; 0; 55; 55; 1; 0
11; 7; 0.1111; 5; 7; 0.25; 6; 4; -0.1; 5; 5; 0.3667; 7; 4; 0; 2; 1; 1; 6; 4; -0.1; 2; 1; 1.1667; 2; 2; 0; 2; 1; 1; 91; 93; 0; 1; 0; 220; 324; 0; 1
6; 9; -0.5333; 8; 10; -0.2222; 5; 5; 0.3; 5; 5; 0; 3; 3; 0; 5; 4; 0; 3; 3; -0.5; 5; 4; -0.3889; 0; 1; 0; 0; 1; 0; 49; 45; 0; 1; 0; -82; -122; 0; 1
8; 9; 0.0588; 12; 6; 0.7778; 4; 6; -0.2667; 6; 4; 0.35; 4; 5; 0; 3; 3; 0; 4; 5; -0.3333; 3; 3; -0.6667; 1; 2; -1; 1; 1; 0; 37; 35; 0; 1; 0; 17; 198; 0; 1
17; 8; 0.8; 9; 10; -0.2105; 7; 3; 0.35; 6; 4; -0.35; 13; 5; 1; 6; 4; 0; 7; 3; 0.35; 6; 4; -0.35; 6; 0; 1.8333; 3; 0; 2.3333; 17; 45; 0; 1; 0; 255; 255; 1; 0
9; 10; -0.1053; 6; 9; -0.2; 3; 7; -0.55; 4; 6; 0.0667; 2; 3; 0; 6; 7; 0; 2; 3; 0.8; 4; 6; 0.0667; 1; 0; 1; 1; 0; 1; 22; 69; 0; 1; 0; -23; -108; 1; 0
13; 9; 0.0909; 17; 11; 0.3214; 5; 5; 0.2; 7; 3; 0.15; 4; 4; 0; 10; 6; 0; 4; 4; 0.3125; 7; 3; 0.15; 1; 1; -1; 1; 1; -1; 42; 55; 0; 1; 0; -4; -92; 1; 0
6; 8; -0.1429; 5; 9; -0.4286; 3; 7; -0.1333; 3; 7; 0.15; 1; 2; 0; 3; 5; 0; 1; 2; -0.6667; 3; 5; 0.1875; 2; 1; 0; 2; 0; 1; 28; 29; 0; 1; 0; 169; 48; 1; 0
14; 10; 0.4583; 15; 10; 0.52; 7; 3; -0.35; 4; 6; -0.2; 8; 3; 1; 1; 4; -1; 7; 3; -0.35; 1; 4; -0.4; 3; 1; 2.25; 2; 0; 2; 38; 73; 0; 1; 0; 189; 523; 1; 0
6; 7; 0.2308; 17; 10; 0.5926; 5; 5; -0.1; 4; 6; -0.2; 3; 1; 1; 4; 3; 0; 3; 1; 0.875; 4; 3; 0.2857; 1; 0; 0; 1; 0; 0; 93; 77; 0; 1; 0; 34; -50; 1; 0
18; 14; 0.3438; 12; 8; 0.8; 5; 5; -0.3; 6; 4; 0.1; 13; 8; 0; 7; 5; 1; 5; 5; -0.3; 5; 5; -0.0667; 0; 1; -2; 0; 1; -2; 66; 64; 0; 1; 0; -381; -139; 0; 1
4; 8; -0.5; 17; 5; 1.3636; 3; 7; 0.3; 6; 4; -0.1667; 1; 5; 0; 5; 3; 1; 1; 5; 0.5; 5; 3; -0.1667; 1; 0; 1; 1; 0; 1; 23; 31; 0; 1; 0; -222; -448; 1; 0
6; 13; -0.5789; 7; 11; -0.0556; 3; 7; -0.35; 4; 6; 0.4; 5; 7; 0; 3; 4; 0; 4; 6; -0.0667; 3; 4; 0.5714; 3; 1; 1.5; 2; 1; 2; 58; 57; 0; 1; 0; -94; 20; 0; 1
16; 11; 0.1111; 14; 12; 0.1923; 6; 4; 0.3; 6; 4; 0.25; 7; 4; 0; 10; 7; 0; 6; 4; 0.3; 6; 4; 0.25; 4; 0; 1.75; 2; 0; 2.5; 65; 46; 0; 1; 0; 98; 98; 1; 0
6; 8; -0.5714; 15; 10; 0.4; 5; 5; -0.0333; 5; 5; 0.25; 5; 5; 0; 2; 3; 0; 5; 5; -0.0333; 2; 3; -0.3; 3; 1; 0.5; 3; 0; 2; 48; 44; 0; 1; 0; 65; 287; 1; 0
0; 6; -1.3333; 15; 9; 0.25; 0; 6; -0.5833; 5; 5; -0.25; 0; 4; -1; 5; 4; 0; 0; 4; -0.625; 5; 4; 0.2778; 1; 0; 2; 1; 0; 2; 50; 32; 0; 1; 0; -233; -233; 1; 0
3; 6; -1; 14; 9; 1; 3; 6; -0.1111; 5; 5; -0.45; 2; 3; -1; 12; 5; 1; 2; 3; -0.4; 6; 4; -0.35; 0; 2; -2.5; 0; 2; -2.5; 92; 60; 0; 1; 0; -336; -500; 0; 1
8; 8; 0.375; 15; 9; 0.75; 4; 6; 0.35; 7; 3; 0.2; 2; 2; 0; 5; 2; 0; 2; 2; 0.75; 5; 2; 0.7143; 1; 2; -1.6667; 1; 1; -0.5; 33; 19; 0; 1; 0; -78; -142; 0; 1
4; 9; -0.8462; 10; 12; 0.0455; 3; 7; -0.0667; 5; 5; 0.15; 2; 4; -1; 5; 5; 0; 2; 4; 0.5; 5; 5; 0.15; 1; 0; 2; 1; 0; 2; 27; 20; 0; 1; 0; -141; -161; 1; 0
6; 9; -0.2; 11; 5; 0.6875; 2; 8; -0.12; 6; 4; 0.2; 0; 2; -2; 1; 1; -2; 0; 2; -0.5; 1; 1; 0.6667; 0; 2; -2.5; 0; 1; -3; 34; 16; 0; 1; 0; -462; -107; 0; 1
24; 10; 0.6176; 7; 6; 0.1538; 6; 4; 0.3; 6; 4; -0.2; 14; 5; 0; 6; 3; 0; 6; 4; 0.1667; 6; 3; 0.2778; 1; 2; -0.3333; 1; 1; 0.5; 10; 21; 0; 1; 0; 36; 6; 1; 0
22; 10; 0.875; 1; 9; -2; 8; 2; 0.3; 1; 9; -0.1333; 11; 5; 0; 0; 3; -2; 8; 2; 0.3; 0; 3; -0.3333; 4; 0; 3.25; 1; 0; 3; 12; 39; 0; 1; 0; 770; 790; 1; 0
7; 7; -0.6429; 28; 7; 1.5143; 5; 5; 0.1; 8; 2; -0.3; 0; 2; -2; 8; 1; 2; 0; 2; -1.25; 8; 1; 0.6111; 1; 6; -1; 0; 2; -1.5; 47; 11; 0; 1; 0; -544; -949; 0; 1
14; 7; 0.3333; 18; 9; 0.5926; 6; 4; 0; 7; 3; 0.3; 3; 2; 0; 5; 2; 0; 3; 2; 0.3333; 5; 2; 0.2857; 3; 1; 0.25; 1; 0; 0; 18; 43; 0; 1; 0; 160; -160; 1; 0
7; 8; -0.2667; 5; 9; -0.6429; 6; 4; 0.25; 4; 6; 0.3; 6; 5; 0; 3; 4; 0; 6; 4; 0.25; 3; 4; 0.4286; 1; 2; -1; 1; 2; -1; 48; 27; 0; 1; 0; 114; 134; 0; 1
13; 4; 1.2353; 7; 8; -0.0667; 8; 2; -0.2; 4; 6; -0.2333; 9; 1; 1; 2; 2; 0; 9; 1; 0.45; 2; 2; -0.5; 1; 3; -1.75; 1; 0; 3; 26; 28; 0; 1; 0; 403; 339; 1; 0
12; 5; 0.8235; 1; 6; -0.8571; 6; 4; -0.02; 1; 6; -0.5; 2; 1; 0; 1; 4; 0; 2; 1; 0.4444; 1; 4; -0.5; 0; 3; -1.3333; 0; 1; -2; 16; 50; 0; 1; 0; 387; 105; 0; 1
7; 7; 0.2143; 25; 10; 0.6571; 6; 4; -0.1; 6; 4; 0.25; 4; 1; 1; 15; 5; 0; 4; 1; 0.7; 6; 4; 0.0667; 2; 5; -0.2857; 0; 2; -2.5; 93; 10; 0; 1; 0; -296; -309; 0; 1
23; 10; 0.9394; 17; 11; 0.2143; 8; 2; 0.2; 6; 4; -0.3; 12; 5; 1; 8; 4; 0; 8; 2; 0.2; 6; 4; -0.3; 5; 0; 1.2; 4; 0; 1.25; 12; 65; 0; 1; 0; 218; 218; 1; 0
13; 6; 0.7895; 29; 7; 1.4722; 6; 4; 0.3667; 9; 1; 0.55; 4; 3; 0; 9; 1; 2; 4; 3; -0.5714; 9; 1; 0.55; 0; 5; -1.4; 0; 4; -1.5; 35; 11; 0; 1; 0; -516; -737; 0; 1
15; 7; 0.3182; 15; 10; 0.44; 6; 4; -0.0333; 8; 2; -0.0667; 4; 2; 0; 9; 3; 1; 4; 2; 0.2778; 8; 2; -0.0667; 1; 1; 0; 0; 1; 0; 18; 38; 0; 1; 0; -27; -285; 0; 1
18; 8; 0.8077; 19; 9; 0.8571; 7; 3; 0.25; 6; 4; -0.1; 14; 5; 1; 6; 3; 0; 7; 3; 0.25; 6; 3; 0.3889; 1; 0; 4; 1; 0; 4; 17; 9; 0; 1; 0; 190; 190; 1; 0
8; 11; 0; 22; 7; 1.3793; 4; 6; -0.3; 7; 3; -0.0333; 4; 4; 0; 7; 2; 1; 4; 4; 0.5; 7; 2; 0.3333; 0; 3; -3.3333; 0; 1; -3; 57; 7; 0; 1; 0; -691; -765; 0; 1
28; 6; 1.7353; 17; 10; 0.5185; 6; 4; -0.25; 7; 3; 0.1333; 16; 3; 1; 13; 6; 0; 7; 3; 0.45; 7; 3; 0.1333; 10; 7; 0.4706; 6; 6; 0; 5; 24; 0; 1; 0; -50; 76; 1; 0
10; 10; -0.05; 18; 8; 1.1154; 4; 6; -0.0667; 6; 4; 0.2; 3; 3; 0; 3; 3; 0; 3; 3; 0.6667; 3; 3; 0.5; 2; 2; -1.5; 0; 2; -3; 22; 6; 0; 1; 0; -342; -92; 0; 1
13; 8; 0.8571; 19; 6; 1.48; 6; 4; 0.1; 6; 4; -0.3; 8; 5; 1; 3; 2; 1; 6; 4; 0.35; 3; 2; 0.9; 2; 5; -1; 0; 1; -1; 64; 4; 0; 1; 0; -195; 47; 0; 1
15; 9; 1.125; 28; 2; 1.8667; 6; 4; 0.2; 9; 1; 0.35; 13; 5; 1; 5; 0; 1; 7; 3; 0.3667; 5; 0; 0.0667; 0; 1; -2; 0; 1; -2; 60; 3; 0; 1; 0; -715; -81; 0; 1
28; 4; 2.25; 5; 8; -0.3846; 9; 1; 0.2; 3; 7; -0.0667; 11; 1; 2; 2; 5; 0; 9; 1; 0.2; 2; 5; 0.4286; 1; 1; 0.5; 1; 0; 3; 2; 23; 0; 1; 0; 681; 907; 1; 0
14; 9; 0.1304; 26; 4; 1.8; 5; 5; -0.2; 8; 2; 0.35; 5; 4; 0; 6; 2; 0; 5; 4; 0.2778; 6; 2; 0.4375; 0; 3; -2.3333; 0; 1; -3; 42; 1; 0; 1; 0; -482; -212; 0; 1
19; 8; 0.9259; 16; 10; 0.4231; 7; 3; 0.3; 8; 2; 0.35; 15; 5; 1; 10; 3; 0; 7; 3; 0.3; 8; 2; 0.35; 4; 3; 1.5714; 0; 2; 0; 17; 38; 0; 1; 0; -21; -21; 0; 1
26; 10; 0.7222; 23; 7; 1.4333; 6; 4; -0.1667; 8; 2; 0.3; 16; 5; 0; 8; 2; 1; 6; 4; -0.15; 8; 2; 0.3; 4; 8; -0.0833; 2; 3; 0; 10; 7; 0; 1; 0; -494; -494; 0; 1
29; 6; 1.7429; 24; 10; 0.9118; 7; 3; -0.35; 8; 2; -0.25; 17; 3; 1; 13; 5; 0; 7; 3; -0.35; 8; 2; -0.25; 3; 1; 2.75; 3; 0; 4; 5; 12; 0; 1; 0; 53; 53; 1; 0
30; 7; 1.5135; 19; 8; 1.1852; 9; 1; 0.4; 6; 4; 0.15; 10; 1; 2; 4; 3; 0; 9; 1; 0.4; 4; 3; 0.4286; 7; 2; 0.5556; 1; 1; -0.5; 11; 6; 0; 1; 0; 419; 653; 0; 1
17; 9; 0.9231; 20; 6; 1.4615; 7; 3; -0.25; 7; 3; 0.35; 7; 2; 1; 4; 2; 1; 7; 2; 0.5556; 4; 2; 0.75; 3; 4; 0.1429; 1; 2; 0; 19; 4; 0; 1; 0; -250; 105; 1; 0
2; 6; -0.5; 29; 2; 1.871; 2; 6; -0.4375; 9; 1; 0.25; 2; 4; 0; 6; 0; 1; 2; 4; -0.4167; 6; 0; 0.0556; 1; 8; -1.8889; 0; 3; -2.3333; 50; 3; 0; 1; 0; -868; -517; 0; 1
29; 4; 2.2727; 6; 9; -0.4667; 9; 1; 0.25; 4; 6; -0.25; 12; 1; 2; 4; 4; 0; 9; 1; 0.25; 4; 4; 0.375; 3; 0; 3.6667; 1; 0; 5; 2; 27; 0; 1; 0; 698; 605; 1; 0
27; 4; 1.8387; 14; 4; 1.3333; 8; 2; 0.3; 9; 1; 0.1; 7; 2; 0; 10; 1; 1; 7; 2; 0.3889; 9; 1; 0.2333; 7; 0; 2; 1; 0; 1; 1; 26; 0; 1; 0; 27; 86; 1; 0
18; 9; 0.963; 30; 6; 1.7778; 8; 2; 0.5; 8; 2; 0.45; 8; 2; 1; 18; 3; 2; 8; 2; 0.5; 8; 2; 0.45; 1; 9; -2.4; 0; 2; -2.5; 19; 5; 0; 1; 0; -244; -244; 0; 1
30; 2; 1.875; 17; 10; 0.4074; 9; 1; 0.2; 8; 2; -0.1; 7; 0; 1; 11; 3; 0; 7; 0; 0.0476; 8; 2; -0.1; 10; 0; 2.3; 4; 0; 2.75; 3; 38; 0; 1; 0; 276; 73; 1; 0
24; 7; 1.4516; 30; 4; 2.3529; 8; 2; 0.0667; 9; 1; 0.4; 9; 2; 1; 13; 1; 3; 8; 2; 0.0667; 9; 1; 0.4; 3; 12; -1.0667; 0; 3; -2; 7; 2; 0; 1; 0; -4; -4; 0; 1
28; 4; 1.8125; 20; 8; 1.25; 8; 2; 0.35; 6; 4; 0.35; 8; 2; 0; 5; 3; 1; 8; 2; 0.35; 5; 3; 0.375; 8; 5; 1; 2; 0; 2; 1; 6; 0; 1; 0; 182; 309; 1; 0
31; 6; 1.7838; 31; 4; 2.3429; 8; 2; 0.5; 9; 1; 0.45; 19; 3; 2; 14; 1; 3; 8; 2; 0.5; 9; 1; 0.45; 4; 16; -1.6; 1; 14; -2.2667; 5; 2; 0; 1; 0; -16; -16; 0; 1
31; 2; 1.9394; 29; 4; 1.8485; 9; 1; 0.25; 8; 2; 0.1; 8; 0; 2; 9; 2; 1; 8; 0; 0.0417; 8; 2; 0.1; 14; 13; 0.1481; 2; 3; -1; 3; 1; 0; 1; 0; 140; 69; 0; 1
32; 4; 2.3611; 30; 4; 1.8529; 9; 1; 0.35; 8; 2; 0.3; 15; 1; 3; 10; 2; 1; 9; 1; 0.35; 8; 2; 0.3; 17; 15; 0.0625; 11; 2; 1.2308; 2; 1; 0; 1; 0; 155; 155; 1; 0
17; 11; 1.0357; 6; 12; -0.6111; 5; 5; -0.3; 4; 6; -0.25; 15; 7; 1; 2; 3; 0; 6; 4; 0.35; 2; 3; -0.2; 1; 1; 1.5; 1; 1; 1.5; 60; 70; 0; 1; 0; -54; 264; 0; 1
16; 12; 0.1786; 18; 15; 0.2727; 6; 4; 0.2; 5; 5; -0.3; 9; 7; 0; 13; 9; 0; 6; 4; 0.2; 5; 5; -0.3; 1; 2; -1; 1; 2; -1; 95; 66; 0; 1; 0; 365; 365; 1; 0
5; 13; -0.8889; 7; 9; -0.5; 0; 10; -0.35; 4; 6; -0.1; 0; 5; -1; 6; 5; 0; 0; 5; -0.2667; 5; 5; -0.3; 0; 2; -2; 0; 1; 0; 67; 78; 0; 1; 0; -289; -333; 0; 1
17; 12; 0.2069; 7; 8; -0.6; 6; 4; 0.3; 4; 6; 0.0333; 8; 5; 0; 0; 3; -1; 6; 4; 0.3; 0; 3; -0.8333; 0; 2; -2; 0; 1; -1; 65; 47; 0; 1; 0; 157; 542; 0; 1
13; 9; 0.2727; 3; 8; -0.2727; 5; 5; 0.0333; 3; 7; -0.225; 9; 6; 0; 1; 3; 0; 5; 5; 0.0333; 1; 3; -0.625; 1; 0; 0; 1; 0; 0; 91; 61; 0; 1; 0; 102; 240; 1; 0
3; 13; -1.3125; 16; 12; 0.4643; 2; 8; -0.35; 3; 7; 0.25; 1; 4; 0; 2; 6; 0; 1; 4; 0.6; 2; 6; -0.25; 0; 2; -3.5; 0; 1; -4; 71; 73; 0; 1; 0; -120; 5; 0; 1
8; 11; -0.9474; 9; 12; -0.2381; 4; 6; 0.1; 5; 5; 0.35; 3; 5; 0; 6; 6; 0; 3; 5; 0.5625; 5; 5; 0.35; 0; 1; -4; 0; 1; -4; 36; 45; 0; 1; 0; -69; -123; 0; 1
17; 12; 0.2759; 7; 11; -0.3889; 6; 4; 0.25; 3; 7; 0.0333; 10; 7; 0; 3; 5; 0; 6; 4; 0.25; 3; 5; -0.1875; 1; 1; 0.5; 1; 0; 1; 55; 74; 0; 1; 0; 195; 195; 1; 0
4; 6; 0.3; 7; 10; -0.4118; 4; 6; -0.25; 5; 5; 0.15; 0; 1; 0; 6; 7; 0; 0; 1; -0.3333; 5; 5; 0.15; 0; 1; -4; 0; 1; -4; 87; 48; 0; 1; 0; -186; -364; 0; 1
1; 11; -2.0833; 11; 7; 0.3889; 0; 10; -0.2; 6; 4; 0.0333; 0; 5; -2; 5; 3; 0; 0; 5; -0.2; 5; 3; 0.5; 0; 2; -1.5; 0; 1; -3; 39; 76; 0; 1; 0; -323; -180; 0; 1
5; 10; -0.4667; 15; 11; 0.2308; 2; 8; 0.1333; 4; 6; 0.25; 3; 6; 0; 2; 4; -1; 3; 6; 0.1667; 2; 4; -0.25; 2; 4; -0.5; 0; 1; -3; 29; 44; 0; 1; 0; -236; -14; 0; 1
14; 13; 0.0741; 11; 12; -0.2174; 5; 5; 0.3; 5; 5; 0.2; 10; 8; 0; 9; 9; 0; 5; 5; 0.3; 5; 5; 0.2; 1; 3; 0; 1; 3; 0; 46; 90; 0; 1; 0; 17; 17; 1; 0
