1W; 1L; 1GDpS; 2W; 2L; 2GDpS; 1FW; 1FL; 1FGDpS; 2FW; 2FL; 2FGDpS; 1SW; 1SL; 1SGDpS; 2SW; 2SL; 2SGDpS; 1SFW; 1SFL; 1SFGDpS; 2SFW; 2SFL; 2SFGDpS; 1MW; 1ML; 1MGDpS; 1MSW; 1MSL; 1MSGDpS; 1R; 2R; H; C; G; dSc; dSSc; 1; 2
8; 6; 0.2143; 16; 9; 0.4; 6; 4; 0.45; 6; 4; -0.35; 8; 6; 0; 6; 3; 0; 6; 4; 0.45; 6; 4; -0.3333; 0; 3; -3; 0; 1; -4; 27; 10; 0; 1; 0; -205; -205; 0; 1
11; 9; 0.3; 12; 7; 0.5263; 8; 2; 0.35; 6; 4; 0.1; 11; 6; 0; 1; 0; 3; 8; 2; 0.35; 6; 4; -0.0333; 0; 0; 0; 0; 0; 0; 41; 9; 0; 1; 0; 313; 283; 0; 1
17; 8; 0.16; 5; 13; -0.8333; 5; 5; 0.25; 3; 7; 0.5; 4; 4; 0; 2; 6; -1; 5; 5; 0.14; 3; 7; 0.35; 0; 0; 0; 0; 0; 0; 14; 67; 0; 1; 0; 21; 63; 1; 0
13; 9; 0.6364; 16; 7; 0.8696; 7; 3; 0.15; 6; 4; -0.25; 6; 2; 1; 8; 4; 0; 6; 4; -0.05; 6; 4; -0.25; 0; 0; 0; 0; 0; 0; 85; 11; 0; 1; 0; 222; 143; 0; 1
12; 15; -0.3333; 19; 8; 1.1111; 4; 6; -0.2; 7; 3; 0.2667; 5; 7; 0; 4; 2; 0; 4; 6; -0.2; 6; 4; -0.45; 0; 1; -4; 0; 0; 0; 61; 4; 0; 1; 0; -483; -395; 0; 1
2; 9; -1.6364; 26; 8; 1.4706; 2; 8; -0.35; 7; 3; 0.35; 2; 5; 0; 8; 4; 0; 2; 6; -0.3125; 7; 3; 0.35; 0; 1; -2; 0; 0; 0; 93; 7; 0; 1; 0; -417; -417; 0; 1
18; 12; 0.0333; 25; 3; 2; 6; 4; 0; 9; 1; 0.55; 10; 7; 0; 9; 1; 1; 6; 4; 0; 9; 1; 0.55; 0; 8; -2.875; 0; 1; -5; 34; 2; 0; 1; 0; -407; -407; 0; 1
13; 9; 0.5; 18; 11; 0.3793; 7; 3; 0.4; 7; 3; 0.1; 6; 2; 1; 13; 7; 0; 6; 4; -0.2667; 7; 3; 0.1; 1; 0; 2; 0; 0; 0; 96; 62; 0; 1; 0; -197; -306; 0; 1
28; 10; 0.8158; 9; 8; 0.5294; 8; 2; 0.25; 5; 5; 0.45; 13; 4; 0; 4; 4; 0; 8; 2; 0.25; 4; 6; -0.1; 2; 0; 2; 1; 0; 2; 24; 44; 0; 1; 0; 129; 225; 1; 0
23; 9; 0.3438; 17; 6; 1.0435; 6; 4; 0.15; 6; 4; -0.2; 17; 6; 0; 5; 1; 1; 6; 4; 0.15; 8; 2; 0.3; 3; 2; -0.6; 2; 1; -0.3333; 16; 31; 0; 1; 0; -120; -198; 0; 1
8; 10; -0.3889; 17; 9; 0.5; 3; 7; 0.2; 7; 3; -0.0333; 2; 4; 0; 7; 3; 0; 5; 5; 0.2; 7; 3; -0.0333; 1; 0; 1; 1; 0; 1; 21; 10; 0; 1; 0; -535; -385; 0; 1
13; 7; 0.55; 12; 8; 0.9; 6; 4; -0.2; 7; 3; 0.3; 2; 0; 2; 8; 3; 0; 7; 3; 0.25; 7; 3; 0.3; 6; 6; -0.4167; 4; 2; 0; 9; 30; 0; 1; 0; 31; 81; 0; 1
16; 11; 0.2963; 18; 8; 0.1923; 6; 4; 0.35; 5; 5; -0.25; 10; 8; 0; 5; 4; 0; 6; 4; 0.35; 5; 5; -0.04; 0; 1; 0; 0; 0; 0; 18; 14; 0; 1; 0; 132; 132; 0; 1
17; 7; 0.9167; 13; 12; 0.44; 7; 3; 0.35; 6; 4; 0.0667; 9; 4; 0; 9; 6; 0; 7; 3; 0.35; 6; 4; 0.0667; 1; 0; 0; 1; 0; 0; 11; 19; 0; 1; 0; 140; 140; 1; 0
20; 11; 1.0323; 20; 8; 1.1786; 8; 2; -0.4; 7; 3; 0.35; 11; 4; 1; 5; 2; 0; 8; 2; -0.4; 7; 3; 0.1; 1; 0; 4; 1; 0; 4; 22; 4; 0; 1; 0; -134; -128; 0; 1
27; 8; 1.4571; 21; 11; 1.0625; 7; 3; 0.0333; 7; 3; 0.55; 9; 4; 0; 8; 4; 1; 7; 3; 0.0333; 7; 3; 0.55; 1; 2; 0.6667; 0; 0; 0; 7; 58; 0; 1; 0; -52; -52; 1; 0
29; 9; 1.4474; 11; 13; -0.5833; 7; 3; -0.3; 5; 5; -0.1; 18; 5; 1; 7; 6; 0; 7; 3; -0.3; 5; 5; -0.1; 5; 0; 3; 3; 0; 3; 3; 25; 0; 1; 0; 271; 271; 1; 0
27; 6; 1.8182; 11; 14; -0.04; 7; 3; 0.45; 5; 5; -0.2333; 6; 2; 1; 6; 6; 0; 6; 4; -0.1; 5; 5; -0.2333; 4; 0; 2.25; 0; 0; 0; 6; 29; 0; 1; 0; 347; 206; 1; 0
27; 10; 0.8919; 26; 3; 2.0345; 6; 4; -0.5; 9; 1; 0.55; 7; 4; 0; 10; 1; 2; 6; 4; -0.5; 9; 1; 0.55; 0; 8; -2; 0; 0; 0; 37; 2; 0; 1; 0; -609; -609; 0; 1
34; 6; 1.95; 18; 11; 0.3793; 9; 1; 0.35; 7; 3; -0.0333; 19; 3; 2; 17; 10; 0; 9; 1; 0.35; 7; 3; -0.0333; 3; 0; 3.6667; 1; 0; 3; 1; 94; 0; 1; 0; 653; 653; 1; 0
18; 6; 1; 19; 11; 0.3667; 7; 3; 0.3; 7; 3; 0.3; 6; 1; 1; 14; 7; 0; 8; 2; 0.4; 7; 3; 0.3; 3; 2; -0.2; 2; 0; 1.5; 31; 62; 0; 1; 0; -199; -141; 1; 0
18; 7; 0.88; 11; 15; -0.5769; 7; 3; -0.2; 4; 6; -0.2; 10; 4; 0; 8; 11; 0; 7; 3; -0.2; 4; 6; -0.2; 0; 0; 0; 0; 0; 0; 11; 38; 0; 1; 0; 286; 286; 1; 0
21; 8; 1.1379; 13; 8; 1; 7; 3; 0.35; 7; 3; 0.2; 6; 2; 0; 9; 3; 1; 7; 3; -0.0333; 7; 3; 0.2; 9; 1; 1.4; 0; 0; 0; 4; 30; 0; 1; 0; 207; 201; 1; 0
19; 8; 0.1852; 28; 8; 1.4722; 6; 4; -0.0667; 7; 3; 0.4; 6; 4; 0; 10; 4; 0; 6; 4; -0.0667; 7; 3; 0.4; 3; 4; -1; 0; 2; -2; 14; 7; 0; 1; 0; -199; -199; 0; 1
30; 9; 1.4615; 17; 10; 0.2593; 8; 2; 0.0667; 5; 5; 0.25; 19; 5; 1; 4; 4; 0; 8; 2; 0.0667; 5; 5; 0.2; 3; 1; 2; 1; 0; 4; 3; 20; 0; 1; 0; 405; 362; 1; 0
28; 6; 1.7941; 29; 10; 0.8718; 7; 3; -0.0333; 8; 2; -0.2; 7; 2; 1; 14; 4; 1; 7; 3; -0.25; 8; 2; -0.2; 2; 1; 0.3333; 1; 1; 0; 6; 24; 0; 1; 0; 160; 160; 0; 1
27; 3; 2.0333; 18; 9; 0.5556; 9; 1; 0.2; 7; 3; 0.2333; 11; 1; 2; 8; 3; 0; 9; 1; 0.2; 7; 3; 0.2333; 15; 5; 1.55; 4; 0; 2; 2; 10; 0; 1; 0; 282; 282; 1; 0
19; 6; 1.12; 22; 8; 1.1333; 7; 3; -0.1; 7; 3; -0.25; 7; 1; 1; 7; 2; 0; 8; 2; 0.1333; 7; 3; -0.15; 2; 3; -1; 1; 1; -1; 31; 4; 0; 1; 0; -295; -241; 0; 1
30; 10; 0.875; 29; 8; 1.4865; 9; 1; 0.1333; 7; 3; -0.0333; 15; 4; 1; 11; 4; 1; 9; 1; 0.1333; 7; 3; -0.0333; 2; 4; -1.1667; 0; 1; -3; 24; 7; 0; 1; 0; 8; 8; 1; 0
28; 3; 2.0968; 19; 7; 0.9615; 9; 1; -0.3; 8; 2; 0.3; 12; 1; 2; 11; 4; 1; 9; 1; -0.3; 8; 2; 0.3; 1; 0; 1; 1; 0; 1; 2; 11; 0; 1; 0; 419; 419; 1; 0
36; 6; 2.0238; 31; 9; 1.475; 9; 1; 0.25; 8; 2; 0.2; 21; 3; 2; 20; 5; 1; 9; 1; 0.25; 8; 2; 0.2; 23; 6; 1.6897; 20; 2; 2.2727; 1; 3; 0; 1; 0; -79; -79; 1; 0
31; 10; 0.9268; 29; 3; 2.0625; 9; 1; -0.35; 10; 0; 0.25; 16; 4; 1; 13; 1; 2; 9; 1; -0.35; 10; 0; 0.25; 1; 4; -1.8; 0; 1; -1; 24; 2; 0; 1; 0; -464; -464; 0; 1
23; 8; 1.129; 37; 6; 2.0233; 8; 2; 0.0667; 9; 1; 0.1333; 8; 2; 0; 22; 3; 2; 8; 2; 0.0667; 9; 1; 0.1333; 4; 14; -0.8889; 0; 5; -1.6; 4; 1; 0; 1; 0; 94; 94; 0; 1
30; 3; 2.0303; 38; 6; 2.0682; 10; 0; 0.2333; 9; 1; 0.2667; 14; 1; 2; 23; 3; 2; 10; 0; 0.2333; 9; 1; 0.2667; 20; 22; 0.0714; 4; 14; -0.8889; 2; 1; 0; 1; 0; 481; 481; 0; 1
8; 11; -0.1053; 17; 11; 0.3929; 5; 5; -0.15; 6; 4; -0.0667; 5; 1; 1; 3; 1; 0; 7; 3; 0.35; 6; 4; 0.25; 0; 0; 0; 0; 0; 0; 54; 100; 0; 0; 1; -115; -86; 0; 1
17; 16; 0.1818; 11; 11; 0.1364; 4; 6; -0.25; 6; 4; 0.2; 3; 2; 1; 0; 1; -2; 6; 4; 0.0667; 2; 8; -0.0667; 3; 0; 1; 0; 0; 0; 98; 41; 0; 0; 1; -406; 249; 1; 0
11; 14; -0.44; 6; 8; 0.0714; 5; 5; 0.3; 4; 6; 0.2; 0; 1; -3; 0; 2; 0; 5; 5; 0.4; 5; 5; 0.25; 0; 2; -2; 0; 0; 0; 47; 26; 0; 0; 1; 384; 32; 1; 0
2; 14; -2.1875; 19; 16; 0.2857; 1; 9; -0.45; 5; 5; -0.1; 0; 0; 0; 4; 2; 0; 0; 0; 0; 4; 6; -0.1667; 0; 0; 0; 0; 0; 0; 71; 52; 0; 0; 1; -290; -251; 0; 1
1; 7; -1.375; 5; 10; -0.8; 3; 7; 0.1333; 2; 8; -0.0333; 0; 1; -5; 0; 1; -2; 4; 2; 0.25; 5; 5; -0.2; 0; 0; 0; 0; 0; 0; 86; 92; 0; 0; 1; -67; -25; 1; 0
4; 9; -0.5385; 17; 14; 0.3548; 2; 8; 0.1; 5; 5; -0.15; 0; 2; -2; 4; 2; 0; 0; 4; -0.625; 5; 5; 0; 0; 1; -1; 0; 0; 0; 97; 46; 0; 0; 1; -234; -335; 0; 1
15; 15; 0; 13; 15; -0.4643; 4; 6; -0.1667; 6; 4; 0.35; 0; 1; -2; 3; 1; 0; 0; 2; -2.25; 5; 5; 0.4; 0; 0; 0; 0; 0; 0; 55; 39; 0; 0; 1; -227; -473; 0; 1
2; 10; -1.5833; 13; 9; 0.2727; 2; 8; -0.2667; 4; 6; 0.4; 0; 0; 0; 2; 1; 0; 1; 1; 1; 4; 6; -0.3; 0; 0; 0; 0; 0; 0; 93; 65; 0; 0; 1; -148; -112; 0; 1
5; 16; -0.9524; 6; 12; -0.3889; 2; 8; -0.25; 2; 8; 0.35; 0; 2; -2; 1; 2; 0; 0; 5; -0.2; 3; 7; -0.45; 0; 0; 0; 0; 0; 0; 67; 73; 0; 0; 1; 26; -201; 1; 0
11; 9; 0.1; 2; 13; -1; 3; 7; -0.15; 1; 9; -0.1667; 1; 1; 0; 1; 2; 0; 6; 4; -0.1333; 6; 4; 0.1; 0; 0; 0; 0; 0; 0; 60; 66; 0; 0; 1; 180; 282; 1; 0
13; 16; 0.5517; 19; 14; 0.6061; 5; 5; 0.4; 7; 3; 0.35; 0; 2; -3; 0; 1; -1; 0; 6; -0.2222; 3; 6; -0.1111; 1; 5; -1.6667; 0; 0; 0; 77; 69; 0; 0; 1; -281; -156; 0; 1
14; 11; 0.52; 12; 16; -0.6071; 6; 4; 0.1333; 5; 5; 0; 1; 1; 1; 4; 2; 0; 1; 6; -0.5; 6; 4; 0.15; 0; 0; 0; 0; 0; 0; 96; 79; 0; 0; 1; -140; -597; 0; 1
13; 16; 0.0345; 20; 14; 0.2647; 6; 4; -0.25; 6; 4; 0.25; 2; 1; 1; 4; 2; 0; 2; 6; -0.1875; 5; 5; 0.1; 3; 3; 0; 1; 0; 1; 29; 45; 0; 0; 1; -45; -228; 0; 1
9; 14; -0.2174; 7; 9; -0.5; 4; 6; 0.1667; 3; 7; -0.1333; 1; 1; 0; 3; 2; 0; 2; 7; -0.3889; 5; 5; -0.2; 1; 1; -0.5; 0; 0; 0; 43; 32; 0; 0; 1; 362; 120; 1; 0
11; 17; -0.6786; 10; 15; -0.4; 4; 6; 0.0667; 4; 6; -0.3; 0; 1; -1; 3; 2; 0; 1; 5; 0.5; 8; 2; 0.3; 1; 0; 1; 0; 0; 0; 38; 50; 0; 0; 1; 242; -230; 1; 0
11; 15; -0.6923; 18; 12; 0.2667; 4; 6; 0.25; 7; 3; -0.1667; 0; 1; -2; 0; 0; 0; 6; 4; 0.2; 3; 5; 0.375; 3; 0; 1.6667; 0; 0; 0; 25; 94; 0; 0; 1; 75; 503; 0; 1
13; 11; 0.125; 16; 12; 0.2857; 6; 4; 0.35; 5; 5; 0.3; 4; 2; 0; 0; 0; 0; 5; 5; 0.06; 2; 1; 1.1111; 0; 0; 0; 0; 0; 0; 81; 18; 0; 0; 1; -120; 269; 0; 1
23; 13; 1.0278; 8; 18; -0.1923; 8; 2; 0.1667; 4; 6; 0.5; 3; 1; 1; 0; 2; -1; 6; 4; 0.3; 6; 4; 0.25; 0; 3; -1; 0; 0; 0; 22; 70; 0; 0; 1; 218; -54; 1; 0
10; 9; -0.3158; 19; 12; 0.2581; 6; 4; -0.4; 6; 4; 0.0667; 2; 2; 0; 2; 1; 1; 3; 5; -0.25; 5; 5; 0.1; 0; 1; -1; 0; 0; 0; 95; 20; 0; 0; 1; -62; -150; 0; 1
15; 17; -0.2188; 15; 10; 0.88; 5; 5; -0.2; 6; 4; 0.2; 3; 1; 1; 2; 1; 0; 4; 6; -0.3333; 7; 3; 0.4; 1; 1; 0; 0; 0; 0; 61; 30; 0; 0; 1; 124; -40; 1; 0
8; 12; -0.55; 3; 13; -1.1875; 2; 8; 0; 2; 8; -0.3; 0; 1; -2; 1; 2; 0; 6; 4; 0.15; 1; 4; -0.8; 1; 1; -1; 0; 0; 0; 21; 90; 0; 0; 1; 29; 445; 1; 0
11; 9; 0.05; 19; 11; 0.3333; 6; 4; 0.35; 6; 4; -0.25; 3; 2; 0; 1; 1; 0; 6; 4; -0.4; 7; 3; 0.0667; 0; 4; -3; 0; 0; 0; 27; 10; 0; 0; 1; -146; -110; 0; 1
18; 11; 0.4483; 27; 9; 0.7222; 6; 4; -0.55; 7; 3; -0.1333; 4; 1; 1; 4; 0; 1; 6; 4; 0.15; 7; 3; 0.2; 0; 0; 0; 0; 0; 0; 100; 23; 0; 0; 1; -404; -250; 0; 1
4; 13; -1; 27; 5; 1.5625; 3; 7; -0.35; 8; 2; 0.4; 2; 2; 0; 2; 1; 0; 5; 5; 0.5; 6; 4; 0.1667; 0; 0; 0; 0; 0; 0; 84; 17; 0; 0; 1; -627; -62; 0; 1
4; 15; -1.6842; 19; 9; 0.7857; 2; 8; 0.0667; 7; 3; 0.2; 1; 2; 0; 0; 1; -2; 3; 7; 0.35; 3; 7; -0.075; 0; 2; 0; 0; 2; 0; 68; 11; 0; 0; 1; -435; -37; 0; 1
9; 17; -0.3846; 31; 10; 1.3902; 3; 7; -0.55; 7; 3; 0.2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 6; 4; -0.075; 0; 0; 0; 0; 0; 0; 64; 3; 0; 0; 1; -567; -378; 0; 1
31; 10; 1.2683; 11; 12; -0.087; 7; 3; 0.25; 5; 5; 0.2; 2; 1; 0; 0; 1; -2; 7; 3; 0.25; 1; 5; -0.25; 2; 0; 3; 1; 0; 2; 7; 80; 0; 0; 1; 204; 537; 1; 0
14; 19; -0.4545; 19; 6; 1.56; 6; 4; -0.0333; 6; 4; 0.25; 6; 2; 1; 2; 1; 1; 7; 3; 0.2; 6; 4; -0.3; 0; 0; 0; 0; 0; 0; 49; 8; 0; 0; 1; -479; -344; 0; 1
12; 11; -0.2609; 30; 4; 1.9412; 6; 4; 0.0667; 9; 1; 0.1; 0; 1; -2; 0; 0; 0; 0; 1; -2; 7; 3; 0.35; 0; 3; -3.3333; 0; 0; 0; 82; 2; 0; 0; 1; -769; -820; 0; 1
15; 14; 0.4138; 10; 14; -0.1667; 6; 4; -0.1333; 4; 6; -0.1333; 2; 1; 0; 2; 1; 0; 6; 4; 0.3; 3; 7; -0.35; 1; 1; -0.5; 0; 0; 0; 19; 43; 0; 0; 1; -187; 21; 1; 0
19; 12; 0.2581; 7; 8; -0.0667; 8; 2; 0.2; 6; 4; 0.2; 1; 0; 0; 2; 0; 1; 4; 5; 0.3333; 5; 5; 0.2667; 2; 2; -1; 0; 0; 0; 94; 87; 0; 0; 1; 30; -92; 1; 0
21; 14; 0.2857; 2; 7; -1.2222; 6; 4; -0.1333; 3; 7; 0.0667; 5; 2; 0; 1; 1; -2; 5; 5; -0.3; 5; 2; 0.2143; 1; 1; -1; 0; 0; 0; 45; 86; 0; 0; 1; 364; 215; 1; 0
21; 15; 0.0278; 16; 17; -0.1818; 6; 4; -0.0333; 6; 4; 0.4; 3; 2; 0; 4; 1; 1; 6; 4; 0.2; 5; 5; -0.25; 0; 0; 0; 0; 0; 0; 34; 61; 0; 0; 1; -55; -140; 1; 0
12; 17; -0.6207; 20; 14; 0.7059; 4; 6; -0.45; 7; 3; 0.2333; 1; 1; 0; 1; 1; 1; 2; 5; 0.4286; 4; 6; -0.1; 0; 3; -1.6667; 0; 0; 0; 38; 69; 0; 0; 1; -230; -109; 0; 1
21; 8; 1.0345; 13; 10; 0.5217; 8; 2; 0.4; 6; 4; -0.25; 2; 1; 1; 0; 0; 0; 4; 2; 0.5; 1; 1; 1; 0; 0; 0; 0; 0; 0; 31; 85; 0; 0; 1; -132; 228; 0; 1
12; 17; 0.069; 17; 12; 0.2759; 6; 4; -0.45; 5; 5; -0.25; 5; 2; 2; 1; 0; 0; 6; 4; -0.06; 3; 1; 0.8333; 0; 1; -4; 0; 0; 0; 59; 18; 0; 0; 1; -167; 11; 0; 1
13; 16; -0.5172; 22; 14; 0.5556; 5; 5; -0.25; 5; 5; 0.3; 5; 2; 0; 2; 0; 1; 6; 4; 0.15; 6; 4; 0.2333; 1; 1; 0; 1; 0; 1; 79; 57; 0; 0; 1; 10; 147; 0; 1
20; 16; 0.3333; 20; 12; 0.3438; 6; 4; 0.4; 6; 4; -0.35; 5; 2; 0; 3; 1; 1; 5; 5; -0.3; 5; 5; -0.1; 1; 2; -0.6667; 0; 1; -2; 52; 20; 0; 0; 1; 104; 123; 0; 1
9; 12; -0.5238; 12; 9; 0.1905; 3; 7; -0.35; 4; 6; 0.1; 1; 1; -1; 2; 1; 1; 6; 4; -0.04; 7; 3; 0.2333; 0; 0; 0; 0; 0; 0; 21; 60; 0; 0; 1; -93; 19; 1; 0
18; 14; 0.4063; 20; 11; 0.3548; 6; 4; -0.1667; 7; 3; 0.2; 5; 2; 0; 2; 1; 0; 5; 5; -0.1; 7; 3; 0.15; 1; 1; -0.5; 0; 0; 0; 46; 10; 0; 0; 1; -313; -175; 0; 1
32; 12; 0.8409; 18; 16; 0.2647; 8; 2; 0.45; 5; 5; 0.1333; 1; 1; 0; 4; 2; 2; 4; 5; -0.2778; 6; 4; -0.0667; 2; 1; 0.6667; 0; 0; 0; 24; 98; 0; 0; 1; 330; -214; 0; 1
20; 9; 0.1724; 14; 15; -0.3793; 6; 4; 0.0667; 6; 4; 0.35; 1; 0; 2; 4; 1; 0; 7; 3; 0.25; 5; 5; -0.3; 4; 0; 1; 0; 0; 0; 14; 39; 0; 0; 1; -221; -101; 1; 0
8; 8; -0.0625; 32; 10; 1.2857; 4; 6; 0.2; 7; 3; -0.2333; 3; 2; 0; 3; 1; 0; 6; 4; -0.2; 7; 3; -0.15; 0; 1; -1; 0; 1; -1; 51; 7; 0; 0; 1; -317; -95; 0; 1
20; 6; 1.5769; 14; 9; 0.2609; 6; 4; 0.3; 4; 6; -0.25; 3; 1; 1; 3; 1; 0; 7; 3; 0.15; 5; 5; -0.175; 0; 0; 0; 0; 0; 0; 8; 65; 0; 0; 1; 361; 440; 1; 0
40; 7; 1.9149; 12; 14; -0.4231; 8; 2; -0.1333; 5; 5; 0.3; 1; 1; -1; 1; 1; -1; 3; 4; 0.5; 5; 5; 0.2; 1; 2; 0.6667; 0; 2; 0; 1; 47; 0; 0; 1; -30; -273; 1; 0
14; 10; 0.5417; 31; 4; 2; 7; 3; -0.25; 9; 1; 0.1; 5; 1; 1; 1; 0; 4; 8; 2; 0.35; 7; 3; -0.2; 1; 9; -1.7; 0; 2; -2; 44; 2; 0; 0; 1; -458; -15; 0; 1
19; 16; 0.3143; 22; 15; 0.027; 5; 5; -0.3; 6; 4; 0.35; 5; 2; 2; 4; 2; 0; 7; 3; 0.3333; 6; 4; -0.15; 0; 1; 0; 0; 0; 0; 98; 34; 0; 0; 1; -11; 246; 0; 1
21; 12; 0.3333; 25; 10; 0.3143; 7; 3; 0.15; 6; 4; 0.4; 4; 1; 1; 2; 0; 0; 6; 4; -0.125; 5; 5; -0.0667; 1; 1; 0.5; 1; 0; 2; 20; 16; 0; 0; 1; 263; -53; 1; 0
10; 12; -0.5; 18; 12; 0.3333; 4; 6; -0.3; 6; 4; 0.25; 2; 1; 0; 2; 0; 1; 6; 4; 0.02; 4; 1; 0.6667; 0; 0; 0; 0; 0; 0; 21; 18; 0; 0; 1; -162; 306; 0; 1
29; 9; 0.8158; 23; 14; 0.5676; 8; 2; 0.15; 5; 5; -0.35; 6; 0; 1; 3; 0; 1; 8; 2; 0.1; 6; 4; -0.1667; 1; 1; 1.5; 0; 0; 0; 23; 57; 0; 0; 1; 270; 136; 1; 0
25; 13; 0.1579; 21; 9; 0.2; 9; 1; 0.0333; 6; 4; -0.2; 11; 1; 1; 2; 0; 1; 9; 1; 0.0333; 7; 3; 0.15; 2; 3; -0.6; 0; 0; 0; 28; 14; 0; 0; 1; 406; 300; 1; 0
21; 9; 0.8667; 7; 15; -0.6364; 7; 3; 0.1667; 4; 6; -0.25; 2; 1; 0; 2; 1; 0; 4; 6; -0.3; 7; 3; 0.45; 0; 0; 0; 0; 0; 0; 11; 72; 0; 0; 1; 355; -17; 1; 0
33; 10; 1.2791; 29; 12; 0.7805; 8; 2; 0.2333; 6; 4; 0.5; 4; 1; 0; 2; 1; 0; 8; 2; 0.2333; 7; 3; -0.2; 5; 2; 1; 0; 1; -1; 7; 37; 0; 0; 1; 246; 78; 0; 1
22; 14; 0.3056; 21; 6; 1.5185; 7; 3; 0.1; 6; 4; 0.1; 6; 2; 0; 4; 1; 1; 6; 4; -0.25; 7; 3; 0.2; 1; 3; -0.5; 1; 0; 0; 45; 8; 0; 0; 1; -17; -183; 0; 1
21; 14; 0.6857; 33; 7; 1.75; 7; 3; 0.1333; 8; 2; 0.0333; 2; 1; 1; 5; 0; 2; 5; 5; -0.2; 9; 1; 0.6; 0; 1; -3; 0; 0; 0; 69; 6; 0; 0; 1; 66; -346; 0; 1
26; 10; 1.0833; 28; 12; 1.05; 8; 2; 0.175; 9; 1; 0.3; 3; 1; 2; 7; 0; 1; 9; 1; 0.2667; 8; 2; -0.2; 0; 0; 0; 0; 0; 0; 4; 58; 0; 0; 1; -49; 186; 1; 0
41; 7; 1.875; 7; 16; -0.6522; 9; 1; 0.5; 4; 6; -0.3; 2; 1; 0; 2; 2; 0; 4; 4; 0.4375; 2; 5; -0.1429; 3; 0; 4.3333; 0; 0; 0; 1; 67; 0; 0; 1; 382; 159; 1; 0
16; 14; 0.4333; 32; 4; 1.9722; 7; 3; 0.1667; 9; 1; 0.1333; 3; 1; 0; 2; 0; 2; 6; 4; -0.2; 8; 2; -0.2; 1; 5; -0.8333; 0; 0; 0; 19; 2; 0; 0; 1; -703; -458; 0; 1
30; 12; 0.7857; 23; 15; 0.0789; 6; 4; 0.0333; 6; 4; -0.1667; 3; 1; 0; 5; 2; 0; 8; 2; 0.25; 7; 3; 0.125; 0; 1; 0; 0; 0; 0; 37; 34; 0; 0; 1; -34; 253; 1; 0
30; 9; 0.7949; 21; 12; 0.3333; 8; 2; 0.2333; 8; 2; 0.35; 7; 0; 1; 3; 0; 1; 8; 2; -0.25; 5; 5; -0.4; 0; 0; 0; 0; 0; 0; 23; 94; 0; 0; 1; 248; 319; 1; 0
22; 9; 0.9032; 30; 5; 1.5714; 7; 3; -0.1; 8; 2; 0.1; 3; 1; 1; 5; 1; 1; 5; 5; 0.25; 7; 3; -0.2333; 0; 3; -1; 0; 0; 0; 11; 17; 0; 0; 1; -145; -60; 1; 0
22; 6; 1.5357; 26; 13; 0.1538; 6; 4; -0.0333; 9; 1; 0.15; 5; 1; 1; 12; 1; 1; 7; 3; 0.15; 9; 1; 0.15; 4; 1; 1.2; 0; 0; 0; 8; 28; 0; 0; 1; -358; -186; 1; 0
34; 7; 1.7805; 19; 12; 0.3548; 9; 1; 0.3333; 6; 4; -0.0667; 6; 0; 2; 3; 0; 1; 9; 1; 0.0667; 5; 1; 0.5556; 8; 1; 1.8889; 0; 0; 0; 6; 18; 0; 0; 1; 133; 419; 1; 0
22; 12; 0.3529; 27; 10; 1.1351; 7; 3; -0.1; 8; 2; 0.3667; 5; 1; 1; 4; 1; 2; 7; 3; -0.25; 9; 1; 0.2667; 1; 1; 0; 0; 0; 0; 20; 4; 0; 0; 1; -209; -257; 0; 1
22; 11; 0.4242; 33; 4; 1.973; 7; 3; -0.15; 9; 1; 0.3667; 4; 1; 0; 3; 0; 2; 8; 2; 0.1667; 9; 1; 0.2333; 5; 16; -1.6667; 0; 3; -2.3333; 10; 2; 0; 0; 1; -423; -488; 0; 1
35; 7; 1.8095; 23; 6; 1.5172; 9; 1; 0.2333; 7; 3; 0.45; 7; 0; 2; 6; 1; 1; 9; 1; 0.1333; 7; 3; 0.35; 15; 2; 1.6471; 0; 0; 0; 6; 8; 0; 0; 1; 53; 71; 1; 0
31; 9; 0.825; 28; 10; 1.1579; 8; 2; -0.4; 8; 2; 0.06; 8; 0; 1; 5; 1; 2; 9; 1; 0.3333; 9; 1; 0.2667; 1; 3; -1.25; 0; 0; 0; 23; 4; 0; 0; 1; -48; -139; 1; 0
34; 4; 1.9737; 31; 12; 0.7907; 9; 1; 0.3667; 6; 4; -0.25; 4; 0; 2; 4; 1; 0; 9; 1; 0.3; 8; 2; 0.0333; 9; 0; 2; 0; 0; 0; 2; 37; 0; 0; 1; 602; 265; 1; 0
36; 7; 1.7674; 24; 9; 0.9091; 9; 1; 0.175; 8; 2; 0.2667; 8; 0; 2; 5; 1; 1; 9; 1; 0.4333; 6; 4; -0.3; 7; 0; 0.5714; 2; 0; 0; 6; 11; 0; 0; 1; 160; 351; 1; 0
32; 9; 0.878; 35; 4; 1.9487; 9; 1; -0.1667; 9; 1; 0.2; 9; 0; 1; 5; 0; 2; 9; 1; 0.02; 9; 1; 0.3667; 1; 4; -2.2; 0; 0; 0; 23; 2; 0; 0; 1; -329; -345; 0; 1
